address,body,label,category
AX-PAYTM,Limited offer from Paytm. Flat Rs.1100 cashback on first UPI payment today https://paytm.me/74UVkCpI7,spam,cashback_wallet
JD-TRAVEL,Weekend getaway alert from Yatra. Extra Rs.1400 off with limited seats. https://mmt.to/n6ThGZU71,spam,travel_flash_sale
JD-DREAM,Your fantasy wallet is eligible for booster contest on Dream11. Join now https://fantasy11.app/Bk5V4kwi,spam,fantasy_sports
VM-GAMEZY,Only today: extra cashback on Vision11 fantasy leagues. Play and win Rs.8500. https://s.id/vYZwk,spam,fantasy_sports
TX-BSNLIN,Special BSNL recharge pack live now. Save on prepaid plan before 18:15 https://recharge-now.app/3VuBzx,spam,telecom_recharge
VM-AIRTEL,Vi: Need more data? Get 1GB booster at Rs.9 only. Activate now https://jio.com/pN91wST6,spam,data_pack_offer
CP-POKER,"PokerSaint: Daily poker tournament live now. Buy-in Rs.199, prize pool Rs.116500. https://tables.app/sVlAePMbP",spam,poker_tourney
JD-FOODIE,Dominos: Get up to 70% OFF + free delivery on your next order. Save up to Rs.225. https://eatsure.in/BsAkYJRZ,spam,food_delivery_offer
DM-DREAM,Vision11: Join mega contest from Rs.969 and win up to Rs.163000. Create team now https://fantasy11.app/v4USOW7Bo,spam,fantasy_sports
JM-FASHON,Tira: Beauty & fashion sale live. Save up to 62% + Rs.350 extra off https://tira.co/skDB,spam,beauty_fashion_sale
BZ-FESTIV,Celebrate with Zomato. Limited festival deal unlocked for your number. Shop now https://festive-offers.in/ZqGuCv,spam,festival_sale
+917553105077,"Play roulette, slots and live casino on MegaSpin. Bonus up to Rs.48100. https://playace.in/uSbB0",spam,casino_vip
DM-AMZON,Wishlist items on Myntra are now on sale. Save Rs.3800 instantly https://fkrt.it/EhaYQTOby,spam,ecommerce_sale
JD-ADDA52,"Spartan Poker: Daily poker tournament live now. Buy-in Rs.1249, prize pool Rs.38000. https://s.id/P9xAkpDgZ",spam,poker_tourney
JM-JLRUMY,PokerBaazi offer: deposit Rs.500 get Rs.8650 playable chips today only https://lihi.cc/7RyK6tx,spam,rummy_bonus
VK-BSNLIN,Grab your Airtel booster pack of 1GB/day. Recharge at just Rs.389. https://jio.com/kZhJOn,spam,telecom_recharge
AX-LAZPAY,ZestMoney: Shop now and pay later. Credit line up to Rs.33500 activated for you https://paylater.in/fR9Yo,spam,bnpl_offer
CP-DIGIT,Renew or buy with Digit and save more on your policy premium today https://digit.insure/F8Lo,spam,insurance_marketing
VK-PVRCIN,Your movie pass is waiting. Book on INOX and unlock flat Rs.300 off https://movieoffer.in/TAhC,spam,movie_ticket_offer
+919141934081,RummyCircle offer: deposit Rs.2550 get Rs.1350 playable chips today only https://rmy.onl/NxPDM6uLON,spam,rummy_bonus
JD-AMZON,Only for you: exclusive Flipkart offer up to 75% OFF + prepaid savings. https://fkrt.it/VwoFs,spam,ecommerce_sale
JD-ACKO,PolicyBazaar: Health cover up to Rs.1500000 with cashless hospitals. Compare plans now https://digit.insure/Ue8GuWCip,spam,insurance_marketing
JM-FLPKRT,Meesho Sale Live: Up to 63% off on top picks. Extra Rs.3900 off today https://fkrt.it/TQev8Ui,spam,ecommerce_sale
JD-DIGIT,Digit: Health cover up to Rs.400000 with cashless hospitals. Compare plans now https://acko.co/RdQPC3cN,spam,insurance_marketing
DM-MONEYV,Limited period: Navi reduces processing fee on loans up to Rs.198000. https://bit.ly/uQB8KqWLf,spam,instant_loan_offer
JD-BEAUTY,Your Purplle coupon is active. Unlock flat Rs.450 off on top products https://purplle.com/di4yLrI,spam,beauty_fashion_sale
VK-WINVIP,Royal Ace: VIP tables open now. Grab Rs.28500 bonus chips and spin instantly https://vipspin.live/YpE5I,spam,casino_vip
HP-JERUMY,Junglee Rummy offer: deposit Rs.2500 get Rs.8400 playable chips today only https://rmy.onl/pYzCQjz,spam,rummy_bonus
TX-MESHOO,Only for you: exclusive Myntra offer up to 54% OFF + prepaid savings. https://myntra.com/66Wwk,spam,ecommerce_sale
+918051659092,Limited period: MoneyView reduces processing fee on loans up to Rs.483000. https://loanfast.in/he6ic9,spam,instant_loan_offer
JD-MEGASL,Mega savings are live on Meesho. Use your festive coupon before stock ends https://festive-offers.in/H2hza07C,spam,festival_sale
VM-ACKO,Renew or buy with PolicyBazaar and save more on your policy premium today https://policybzr.com/BG6p,spam,insurance_marketing
AD-CAMPUS,Your city pass from District unlocks discounts on shows in Bengaluru. Grab it now https://eventsnow.in/ZWN25U,spam,local_event_promo
HP-SWIGGY,Your Magicpin coupon is live. Use code SAVE76 and save Rs.375. https://eatsure.in/pjv2e,spam,food_delivery_offer
VM-PAYTM,Pay via Freecharge before 20:10 and grab extra 37% cashback. T&C apply https://freecharge.in/zsbSK,spam,cashback_wallet
TX-BIGDAY,Celebrate with Magicpin. Limited festival deal unlocked for your number. Shop now https://salezone.app/MIkV3,spam,festival_sale
VM-MOVIES,Miraj: Get 1+1 movie tickets or save Rs.250 on weekend bookings. Grab now https://bookmy.show/PlnKCn,spam,movie_ticket_offer
JD-ZESTMY,ZestMoney: Shop now and pay later. Credit line up to Rs.36000 activated for you https://paylater.in/CKoSyPioe,spam,bnpl_offer
JM-SWIGGY,Hungry? Magicpin weekend deal unlocked. Flat Rs.200 off on select restaurants https://foodoffers.app/wWsj9,spam,food_delivery_offer
CP-ZOMATO,Hungry? EatSure weekend deal unlocked. Flat Rs.350 off on select restaurants https://swiggy.in/BHjtLu8xQ,spam,food_delivery_offer
JD-CAMPUS,BookMyShow Live: Live events in Hyderabad this weekend. Tickets from Rs.350. Book now https://district.in/9CWXPe1Jc4,spam,local_event_promo
VK-MOVIES,Tonight only on Paytm Movies: popcorn combo + ticket discounts. Save Rs.250. https://pvr.im/5B5D0Sf3a,spam,movie_ticket_offer
CP-PAYTM,Limited offer from Mobikwik. Flat Rs.1500 cashback on first UPI payment today https://paytm.me/yI3bHqZ,spam,cashback_wallet
TX-PAYTM,"Your Amazon Pay promo is active now. Shop, recharge or pay bills to earn Rs.1800. https://freecharge.in/JZ8P3sBdV4",spam,cashback_wallet
+919955633584,Weekend rummy dhamaka on A23 Rummy. Win up to Rs.1250 cash. Register now https://rmy.onl/41C15Ii6HK,spam,rummy_bonus
CP-FIBELO,Fibe: Instant personal loan up to Rs.83000 at 1.79% monthly. Apply in 2 min https://loanfast.in/q87alHZqNY,spam,instant_loan_offer
DM-BSNLIN,Special Vi recharge pack live now. Save on prepaid plan before 18:00 https://airtel.in/NfbUYgbS,spam,telecom_recharge
+918485796646,Book your apartment visit with MagicBricks and unlock launch pricing in Pune. https://realtydeal.co/0wcdgPzHyz,spam,real_estate_lead
DM-FITPAS,Fitness & health offers from HealthKart are live now. Tap to claim benefits https://fitpass.app/dgeln,spam,wellness_offer
JM-GLAMUP,Tira: Beauty & fashion sale live. Save up to 26% + Rs.1850 extra off https://beautydeals.app/yiWppuB0,spam,beauty_fashion_sale
VM-VODAFO,Special Airtel recharge pack live now. Save on prepaid plan before 17:15 https://airtel.in/Lc4fcg,spam,telecom_recharge
HP-FANTSY,Tonight's match on Gamezy has Rs.80500 prize pool. Entry starts Rs.709. https://lihi.cc/eLnkNriBB,spam,fantasy_sports
JM-DIGIT,PolicyBazaar: Health cover up to Rs.2500000 with cashless hospitals. Compare plans now https://acko.co/282TxH,spam,insurance_marketing
TX-REFRAL,Refer & earn on Myntra: flat Rs.650 per successful install. Start now https://refer.app/vNAmw1Rq,spam,referral_program
JM-YATRAA,Goibibo: Flash sale live. Save up to Rs.6000 on flights & hotels. Book now https://yatraa.in/MOGGX,spam,travel_flash_sale
JM-OFFERS,Magicpin: Get up to 60% OFF + free delivery on your next order. Save up to Rs.400. https://eatsure.in/XHNd3rCBuq,spam,food_delivery_offer
TX-DATAPK,Flat Rs.69 for 5GB high-speed data on Vi. Tap to recharge https://airtel.in/5ydCMZ1j,spam,data_pack_offer
BZ-BLINKT,Quick grocery savings with Blinkit. Extra coupon active till 13:30 https://jiomart.com/3os5Sphv,spam,grocery_offer
CP-BEAUTY,Your Purplle coupon is active. Unlock flat Rs.650 off on top products https://beautydeals.app/sLX2JrArFR,spam,beauty_fashion_sale
VK-ADDA52,"PokerBaazi: Daily poker tournament live now. Buy-in Rs.1899, prize pool Rs.100000. https://s.id/vS7v3O",spam,poker_tourney
DM-DREAM,Only today: extra cashback on MPL Fantasy fantasy leagues. Play and win Rs.164500. https://leaguezone.in/v78Ja,spam,fantasy_sports
CP-HLTHPL,Family health plans from PolicyBazaar now start at affordable monthly premiums. https://policybzr.com/NaAUyS,spam,insurance_marketing
JD-FOODIE,EatSure: Get up to 79% OFF + free delivery on your next order. Save up to Rs.350. https://swiggy.in/DCej,spam,food_delivery_offer
CP-RUMMYX,Get Rs.1050 joining bonus on A23 Rummy and enter cash pool of Rs.6000. https://lihi.cc/r6AZDUd7,spam,rummy_bonus
JD-ACKO,Acko: Health cover up to Rs.3500000 with cashless hospitals. Compare plans now https://plans.health/XqwM4o,spam,insurance_marketing
AX-OFFERS,"Freecharge: Get 63% cashback up to Rs.2000 on recharge, bill pay & scan and pay. Use now https://paytm.me/9Y5EIzu2m",spam,cashback_wallet
+917299042488,New app campaign live. Download today and unlock Rs.90 wallet credit https://s.id/Bx89WrZv,spam,app_install_campaign
TX-OFFERS,Order now on Magicpin and enjoy 40% discount before 22:10. https://swiggy.in/yISP0,spam,food_delivery_offer
DM-EVENTS,"Explore comedy, music and workshops on Insider. Early-bird prices active https://eventsnow.in/9pvR2r9",spam,local_event_promo
AX-EDTECH,UpGrad: Upgrade your career with up to 51% scholarship on premium courses. Apply https://upgrad.co/EEkzpTmu,spam,edtech_promo
VK-FANTSY,Dream11: Join mega contest from Rs.139 and win up to Rs.31000. Create team now https://play11.win/rR99UT4asY,spam,fantasy_sports
VM-EARNBK,Invite friends to Swiggy with code E129YM and earn Rs.800 for every signup https://earnbonus.co/bR1lsiVE,spam,referral_program
JD-OFFERS,Hungry? Magicpin weekend deal unlocked. Flat Rs.125 off on select restaurants https://foodoffers.app/x51iP1,spam,food_delivery_offer
DM-DREAM,Tonight's match on My11Circle has Rs.193000 prize pool. Entry starts Rs.149. https://leaguezone.in/qbBqe3,spam,fantasy_sports
AD-MAKEMY,Travel with MakeMyTrip and enjoy up to 49% off on summer bookings. https://yatraa.in/lr0v,spam,travel_flash_sale
VK-MEGASL,Celebrate with Myntra. Limited festival deal unlocked for your number. Shop now https://festive-offers.in/EiWU1,spam,festival_sale
BZ-FIBELO,Limited period: Navi reduces processing fee on loans up to Rs.179000. https://cashnow.app/JsZ8UDR,spam,instant_loan_offer
VM-PVRCIN,Tonight only on INOX: popcorn combo + ticket discounts. Save Rs.100. https://bookmy.show/gPJbe3a0Uu,spam,movie_ticket_offer
AX-CASHBK,Limited offer from Amazon Pay. Flat Rs.500 cashback on first UPI payment today https://freecharge.in/v7f9H,spam,cashback_wallet
AX-AMZON,Nykaa Sale Live: Up to 24% off on top picks. Extra Rs.2300 off today https://nykaa.com/W38V02,spam,ecommerce_sale
AX-VIOFER,Flat Rs.89 for 1GB high-speed data on Airtel. Tap to recharge https://datadeal.app/tIrrbznsBu,spam,data_pack_offer
DM-AIRTEL,Vi: Recharge with Rs.139 and get 1GB/day + OTT benefits today https://vi.in/8QKXxAVwU,spam,telecom_recharge
+919664038266,PokerBaazi: Free Rs.2300 welcome bonus + up to Rs.10250 cash table. Play now https://t.ly/LtG9viIG,spam,rummy_bonus
+919197304768,Exclusive PariPlay VIP pass for you. Deposit today and unlock Rs.30100 reward https://short.gy/V8K18d,spam,casino_vip
VK-GLAMUP,"Glow up with Nykaa. Grab lipstick, skincare and makeup deals before 09:15 https://beautydeals.app/lz5JsP",spam,beauty_fashion_sale
VK-INVITE,Refer & earn on Freecharge: flat Rs.925 per successful install. Start now https://earnbonus.co/ETQK0,spam,referral_program
VM-REALTY,Looking for property in Bengaluru? MagicBricks has verified listings and exclusive builder deals https://propertylead.app/tqXCb7xnT,spam,real_estate_lead
JM-POLICY,Renew or buy with Star Health and save more on your policy premium today https://policybzr.com/po6irKS,spam,insurance_marketing
AX-MYNTRA,Only for you: exclusive Meesho offer up to 55% OFF + prepaid savings. https://myntra.com/qj7D,spam,ecommerce_sale
TX-MESHOO,Hurry! Nykaa flash sale starts now. Claim coupon worth Rs.1400 before stock ends https://meesho.io/Ff0n0SO2,spam,ecommerce_sale
VK-SBICRD,You're eligible for a new HDFC Bank credit card with airport lounge benefits. Apply now https://cardperks.co/grJ4qggaf,spam,credit_card_offer
JD-FASHON,Your Mamaearth coupon is active. Unlock flat Rs.1750 off on top products https://purplle.com/N1Zsoq,spam,beauty_fashion_sale
BZ-FESTIV,Festive sale on Magicpin: up to 37% OFF + extra Rs.2400 off today only https://salezone.app/IS7g9,spam,festival_sale
VM-ZOMATO,Your Zomato coupon is live. Use code SAVE103 and save Rs.300. https://eatsure.in/nEP1w6w,spam,food_delivery_offer
+917221167938,Weekend rummy dhamaka on RummyTime. Win up to Rs.10550 cash. Register now https://s.id/FCdCYS,spam,rummy_bonus
BZ-TOURNY,"PokerSaint: Daily poker tournament live now. Buy-in Rs.1149, prize pool Rs.102000. https://lihi.cc/7IAX5L6q",spam,poker_tourney
AD-YATRAA,Weekend getaway alert from Ixigo. Extra Rs.5100 off with limited seats. https://tripoffer.co/tyFauF,spam,travel_flash_sale
TX-PAYTM,"Your PhonePe promo is active now. Shop, recharge or pay bills to earn Rs.1800. https://paytm.me/jp1AtuKr",spam,cashback_wallet
+918100627698,A23 Rummy: Free Rs.1950 welcome bonus + up to Rs.4300 cash table. Play now https://s.id/jdg3vSFkp,spam,rummy_bonus
DM-MYNTRA,Wishlist items on Flipkart are now on sale. Save Rs.4100 instantly https://nykaa.com/axrbXZq,spam,ecommerce_sale
AD-GAMEZY,Your fantasy wallet is eligible for booster contest on Vision11. Join now https://lihi.cc/hXJXvga5j,spam,fantasy_sports
HP-MAKEMY,Travel with MakeMyTrip and enjoy up to 53% off on summer bookings. https://yatraa.in/X8uDBLf5PV,spam,travel_flash_sale
AD-REFRAL,Invite friends to Dominos with code QZZGUS and earn Rs.650 for every signup https://refer.app/hg1Ec6w,spam,referral_program
BZ-ADDA52,Final call: Spartan Poker tournament starts at 13:15. Join from Rs.1449. https://tourneys.live/ovKxUc,spam,poker_tourney
AX-EDTECH,"Admissions open on Unacademy. Limited seats, expert mentors, easy EMI. Enrol now https://studyoffer.app/RWJVq",spam,edtech_promo
+917271286854,Looking for property in Mumbai? MagicBricks has verified listings and exclusive builder deals https://realtydeal.co/IqdQ3CS5,spam,real_estate_lead
JD-JIODAT,Vi: Need more data? Get 5GB booster at Rs.89 only. Activate now https://jio.com/lTCV2jN1,spam,data_pack_offer
CP-JIOMRT,Daily essentials deal from Zepto. Flat Rs.225 off on orders above minimum cart https://jiomart.com/eXUUfOzb,spam,grocery_offer
+918961431939,Need cash? KreditBee can disburse Rs.196000 directly to your bank. Apply now https://applyloan.co/IShoj,spam,instant_loan_offer
BZ-WELLNS,Your Cult health coupon is ready. Get flat Rs.2500 off before expiry https://fitpass.app/DS0PmDBNGs,spam,wellness_offer
DM-OFFERS,Order now on Dominos and enjoy 63% discount before 18:15. https://swiggy.in/OlydSAi7,spam,food_delivery_offer
CP-ICICIB,HDFC Bank: Upgrade to a premium card and get 25% cashback + 1300 bonus points. Apply https://applycard.app/sFWgLlywp,spam,credit_card_offer
JM-RUMMYX,Get Rs.300 joining bonus on RummyCircle and enter cash pool of Rs.11250. https://s.id/T5uA4gjq,spam,rummy_bonus
VK-CAMPUS,Your city pass from District unlocks discounts on shows in Mumbai. Grab it now https://district.in/pXO8pnCRtC,spam,local_event_promo
HP-FLPKRT,Nykaa Sale Live: Up to 44% off on top picks. Extra Rs.100 off today https://myntra.com/ZrU3eJa,spam,ecommerce_sale
AX-TRAVEL,Ixigo: Flash sale live. Save up to Rs.900 on flights & hotels. Book now https://tripoffer.co/qy38LEPDX3,spam,travel_flash_sale
AX-COURSE,"Admissions open on SkillUp. Limited seats, expert mentors, easy EMI. Enrol now https://studyoffer.app/E7UxV7w",spam,edtech_promo
+919893991237,Get Rs.1950 joining bonus on Junglee Rummy and enter cash pool of Rs.4250. https://cutt.ly/3Wd9G,spam,rummy_bonus
TX-KREDIT,KreditBee: Instant personal loan up to Rs.121000 at 2.07% monthly. Apply in 2 min https://short.gy/7yO1gj,spam,instant_loan_offer
DM-TRAVEL,Travel with Goibibo and enjoy up to 37% off on summer bookings. https://goibibo.in/y9oe,spam,travel_flash_sale
DM-POKER,"PokerSaint: Daily poker tournament live now. Buy-in Rs.749, prize pool Rs.92500. https://rb.gy/0DlkIuS",spam,poker_tourney
TX-BIGDAY,Festive sale on Freecharge: up to 36% OFF + extra Rs.2900 off today only https://cutt.ly/AbPoMVH,spam,festival_sale
VM-SWIGGY,Order now on Swiggy and enjoy 65% discount before 13:10. https://swiggy.in/mlF28,spam,food_delivery_offer
JD-EARNBK,Refer & earn on Zomato: flat Rs.750 per successful install. Start now https://refer.app/Jy0MWdTAv,spam,referral_program
JM-SIMPLX,Split bills with Amazon Pay Later. No-cost EMI and pay-later limit up to Rs.40500. https://paylater.in/u8ZBhjVSt,spam,bnpl_offer
+917797130337,Tap to install and collect bonus up to Rs.460. Limited devices only https://play.google.com/Ip2vlbc,spam,app_install_campaign
TX-DATAPK,Flat Rs.39 for 5GB high-speed data on Vi. Tap to recharge https://datadeal.app/Xujux6,spam,data_pack_offer
AX-NYKAAA,Only for you: exclusive Amazon offer up to 46% OFF + prepaid savings. https://myntra.com/9gciRa9b,spam,ecommerce_sale
CP-TICKTS,Your city pass from SkillFest unlocks discounts on shows in Hyderabad. Grab it now https://livepass.app/g5UTU,spam,local_event_promo
JM-MYNTRA,Wishlist items on Amazon are now on sale. Save Rs.1300 instantly https://amzn.to/D1kN8ozP,spam,ecommerce_sale
JM-MY11CL,Your fantasy wallet is eligible for booster contest on Dream11. Join now https://short.gy/T0GdDGBqZ,spam,fantasy_sports
JD-REFRAL,Invite friends to Zomato with code NVWB0B and earn Rs.450 for every signup https://invite-now.in/y0QMnRYlx,spam,referral_program
AX-REFRAL,Your Dominos referral campaign is live. Share code SXVTI2 and get Rs.575. https://earnbonus.co/TRGuMhJR,spam,referral_program
JM-GLAMUP,Your Nykaa coupon is active. Unlock flat Rs.1850 off on top products https://nykaa.com/g5VCPB,spam,beauty_fashion_sale
BZ-ACKO,Renew or buy with Star Health and save more on your policy premium today https://acko.co/vEdR,spam,insurance_marketing
BZ-CASINO,Royal Ace: VIP tables open now. Grab Rs.44800 bonus chips and spin instantly https://vipspin.live/zMNUm1EuB,spam,casino_vip
JD-PVRCIN,Your movie pass is waiting. Book on Paytm Movies and unlock flat Rs.250 off https://movieoffer.in/ZGGc,spam,movie_ticket_offer
JM-FOODIE,Dominos: Get up to 78% OFF + free delivery on your next order. Save up to Rs.325. https://zoma.to/qYqt8Hge,spam,food_delivery_offer
JM-EDTECH,New learner offer from UpGrad. Save Rs.19000 on job-ready programs today https://studyoffer.app/SbJj5jcS,spam,edtech_promo
TX-NYKAAA,Nykaa Sale Live: Up to 47% off on top picks. Extra Rs.4300 off today https://amzn.to/zqLJgE,spam,ecommerce_sale
JD-MY11CL,Only today: extra cashback on Gamezy fantasy leagues. Play and win Rs.183000. https://bit.ly/WjjBX8,spam,fantasy_sports
BZ-GLAMUP,MyGlamm: Beauty & fashion sale live. Save up to 74% + Rs.1350 extra off https://purplle.com/6xBj,spam,beauty_fashion_sale
TX-JERUMY,Weekend rummy dhamaka on PokerBaazi. Win up to Rs.11100 cash. Register now https://gmg.im/QE2Blcb9o,spam,rummy_bonus
HP-FLPKRT,Wishlist items on Amazon are now on sale. Save Rs.3500 instantly https://fkrt.it/fuFNR,spam,ecommerce_sale
AD-ICICIB,Exclusive card offer from HDFC Bank. Zero joining fee and rewards worth Rs.3900. https://cardsales.in/QzGu5ug,spam,credit_card_offer
HP-JIOMRT,Zepto: Save Rs.450 on grocery orders and get delivery in 20 min. Order now https://jiomart.com/QSmlG1,spam,grocery_offer
BZ-VIOFER,Your Airtel data booster is available. Buy 3GB for Rs.49 before midnight https://datadeal.app/92j9,spam,data_pack_offer
JD-PAYTM,"Your PhonePe promo is active now. Shop, recharge or pay bills to earn Rs.1350. https://offers.wallet/NWMVCOAn",spam,cashback_wallet
AD-TRAVEL,Travel with Ixigo and enjoy up to 37% off on summer bookings. https://mmt.to/atAcTVUTX,spam,travel_flash_sale
DM-PHONEP,"Amazon Pay: Get 59% cashback up to Rs.800 on recharge, bill pay & scan and pay. Use now https://paytm.me/MSt7",spam,cashback_wallet
TX-BNPLOK,"Your LazyPay pay-later limit is ready: Rs.10000. Use on shopping, travel and food https://shopcredit.co/NZ1Defd",spam,bnpl_offer
VM-BEAUTY,Tira: Beauty & fashion sale live. Save up to 75% + Rs.2450 extra off https://nykaa.com/h7Uswd,spam,beauty_fashion_sale
VM-AUTOFX,CarDekho: Car service offer unlocked. Save Rs.400 on pickup & drop maintenance https://autodeal.app/MpjxEkgH,spam,auto_service_offer
VM-MESHOO,Wishlist items on Amazon are now on sale. Save Rs.3600 instantly https://amzn.to/kcWEm6Y,spam,ecommerce_sale
+918310850370,Get Rs.750 joining bonus on A23 Rummy and enter cash pool of Rs.4550. https://lihi.cc/OSLy3W6,spam,rummy_bonus
BZ-ZEPTOO,BigBasket: Save Rs.250 on grocery orders and get delivery in 10 min. Order now https://zepto.app/Bq9URJdhg3,spam,grocery_offer
BZ-ZOMATO,Magicpin: Get up to 50% OFF + free delivery on your next order. Save up to Rs.150. https://swiggy.in/vXko,spam,food_delivery_offer
+918325291716,New app campaign live. Download today and unlock Rs.220 wallet credit https://short.gy/Z59DVVYY,spam,app_install_campaign
AD-BBASKT,Quick grocery savings with Zepto. Extra coupon active till 20:30 https://jiomart.com/ZPUrxJ,spam,grocery_offer
TX-JLRUMY,PokerBaazi: Free Rs.1750 welcome bonus + up to Rs.11400 cash table. Play now https://short.gy/lRWJhaO,spam,rummy_bonus
DM-GLAMUP,"Glow up with Tira. Grab lipstick, skincare and makeup deals before 19:45 https://tira.co/n5y0hb",spam,beauty_fashion_sale
VM-CASHBK,Limited offer from Paytm. Flat Rs.50 cashback on first UPI payment today https://freecharge.in/UHly2,spam,cashback_wallet
AD-CARSRV,Spinny: Car service offer unlocked. Save Rs.200 on pickup & drop maintenance https://autodeal.app/5SjLTR,spam,auto_service_offer
VK-DATAPK,Your Vi data booster is available. Buy 1GB for Rs.9 before midnight https://datadeal.app/DXKR2KOTu,spam,data_pack_offer
JD-CASINO,WinBuzz: VIP tables open now. Grab Rs.46000 bonus chips and spin instantly https://casinozone.bet/bXiCSHoy0,spam,casino_vip
CP-PAYTM,"Your PhonePe promo is active now. Shop, recharge or pay bills to earn Rs.1950. https://offers.wallet/ZM4dfr6n",spam,cashback_wallet
JM-INVITE,Refer & earn on PhonePe: flat Rs.525 per successful install. Start now https://invite-now.in/toFRbM,spam,referral_program
AX-MY11CL,Gamezy: Join mega contest from Rs.889 and win up to Rs.196000. Create team now https://t.ly/e0D7LlRF,spam,fantasy_sports
DM-GETAPP,Tap to install and collect bonus up to Rs.360. Limited devices only https://play.google.com/VOM0FBn,spam,app_install_campaign
BZ-INOXMX,Tonight only on Miraj: popcorn combo + ticket discounts. Save Rs.450. https://bookmy.show/blHlp,spam,movie_ticket_offer
AD-OFFERS,"Your PhonePe promo is active now. Shop, recharge or pay bills to earn Rs.900. https://paytm.me/JkaaRz",spam,cashback_wallet
BZ-FOODIE,Your Magicpin coupon is live. Use code SAVE318 and save Rs.150. https://swiggy.in/kX3nuvc0tP,spam,food_delivery_offer
AD-BSNLIN,Special BSNL recharge pack live now. Save on prepaid plan before 12:10 https://airtel.in/vcuhBFzVk,spam,telecom_recharge
TX-HDFCBK,You're eligible for a new SBI Card credit card with airport lounge benefits. Apply now https://cardperks.co/Whmf,spam,credit_card_offer
AX-MESHOO,Flipkart Sale Live: Up to 49% off on top picks. Extra Rs.300 off today https://myntra.com/Zi09QM,spam,ecommerce_sale
DM-AMZON,Hurry! Myntra flash sale starts now. Claim coupon worth Rs.2100 before stock ends https://meesho.io/8yFDbxI7,spam,ecommerce_sale
JD-DREAM,MPL Fantasy: Join mega contest from Rs.299 and win up to Rs.142500. Create team now https://t.ly/fJMHx2B,spam,fantasy_sports
VM-FANTSY,Your fantasy wallet is eligible for booster contest on Dream11. Join now https://s.id/6hFuAj,spam,fantasy_sports
VM-PHONEP,Pay via PhonePe before 21:15 and grab extra 18% cashback. T&C apply https://paytm.me/UhoKa7H09,spam,cashback_wallet
DM-HLTHPL,Renew or buy with Digit and save more on your policy premium today https://plans.health/6RfUtCV,spam,insurance_marketing
JD-EVENTS,Your city pass from BookMyShow Live unlocks discounts on shows in Hyderabad. Grab it now https://livepass.app/lgKYL4k,spam,local_event_promo
HP-VIOFER,Your BSNL data booster is available. Buy 10GB for Rs.9 before midnight https://airtel.in/Y8uFHKTekj,spam,data_pack_offer
AD-PHONEP,"Freecharge: Get 17% cashback up to Rs.1600 on recharge, bill pay & scan and pay. Use now https://paytm.me/kWj2xrZ",spam,cashback_wallet
VK-SBICRD,RBL Bank: Upgrade to a premium card and get 20% cashback + 6100 bonus points. Apply https://applycard.app/LkyBf5,spam,credit_card_offer
JM-AIRTEL,Grab your Airtel booster pack of unlimited 5G. Recharge at just Rs.219. https://jio.com/Pdbb,spam,telecom_recharge
HP-AMZON,Wishlist items on Nykaa are now on sale. Save Rs.2800 instantly https://fkrt.it/aYJmTYdgW,spam,ecommerce_sale
JM-ZESTMY,Split bills with ZestMoney. No-cost EMI and pay-later limit up to Rs.10500. https://bnpl.app/a7Thnb,spam,bnpl_offer
CP-PHONEP,"Mobikwik: Get 14% cashback up to Rs.1100 on recharge, bill pay & scan and pay. Use now https://offers.wallet/xy4eQ",spam,cashback_wallet
VK-ADDA52,"PokerSaint: Daily poker tournament live now. Buy-in Rs.1099, prize pool Rs.162500. https://tourneys.live/W0lzRdy",spam,poker_tourney
+918944328745,"Play roulette, slots and live casino on Royal Ace. Bonus up to Rs.29600. https://playace.in/x3THt",spam,casino_vip
JM-ZEPTOO,Quick grocery savings with Blinkit. Extra coupon active till 20:45 https://grocery-now.in/HyvbHLn,spam,grocery_offer
CP-OFFERS,Pay via Mobikwik before 15:00 and grab extra 63% cashback. T&C apply https://paytm.me/H1B2V5X,spam,cashback_wallet
AD-ADDA52,"Spartan Poker: Daily poker tournament live now. Buy-in Rs.1549, prize pool Rs.59000. https://pokerhub.in/ufaWJN",spam,poker_tourney
JD-JIODAT,Your Airtel data booster is available. Buy 2GB for Rs.69 before midnight https://vi.in/eoI1dwDez,spam,data_pack_offer
CP-CARSRV,Cars24: Car service offer unlocked. Save Rs.1000 on pickup & drop maintenance https://servicecar.co/mO3QTNLtsW,spam,auto_service_offer
VM-GAMEZY,Your fantasy wallet is eligible for booster contest on Gamezy. Join now https://rb.gy/GpuKZwgS,spam,fantasy_sports
VK-JIODAT,Your Jio data booster is available. Buy 5GB for Rs.39 before midnight https://vi.in/W4FvvCS,spam,data_pack_offer
+918918892558,Weekend rummy dhamaka on Junglee Rummy. Win up to Rs.6550 cash. Register now https://playnow.app/q5QrHOl,spam,rummy_bonus
BZ-WINVIP,"Play roulette, slots and live casino on JeetWin. Bonus up to Rs.31800. https://t.ly/uwCU1k",spam,casino_vip
AX-ZEPTOO,Daily essentials deal from JioMart. Flat Rs.250 off on orders above minimum cart https://zepto.app/FJrh8N,spam,grocery_offer
CP-GAMEZY,Vision11: Join mega contest from Rs.259 and win up to Rs.3500. Create team now https://fantasy11.app/ARDL6K,spam,fantasy_sports
JM-MAKEMY,Ixigo: Flash sale live. Save up to Rs.3200 on flights & hotels. Book now https://tripoffer.co/kddppJo,spam,travel_flash_sale
